Name,Line,Sentiment,Irony,Hate,Intimacy,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
DOROTHY,Auntie Em!     Auntie Em!,0.0,[-1.0334622  1.3744264],[ 1.6553833 -1.6342286],0.1100674271583557,-5.000786781311035,-5.388685703277588,-5.6340556144714355,-5.61751127243042,-4.258675575256348,-6.088549613952637,-6.255196571350098,-5.972434043884277,-6.166659832000732,-6.165704250335693,-6.643364429473877,-6.146457195281982,-7.181062698364258,-3.6802382469177246,-6.064518928527832,-6.141794204711914,-6.911525249481201,-3.7599849700927734,-3.6892223358154297,-7.282799243927002,-6.648326873779297,-6.868350982666016,-5.441226005554199,-7.019979000091553,-7.561135292053223,-5.666361331939697,-5.93440055847168,2.2141661643981934
LAP DISSOLVE TO:,"CU - Dorothy lying on bed - opens her eyes - looks around -
MS - Dorothy and Toto on bed - Dorothy sits up - CAMERA
TRUCKS back as she sits up - looks out window - sees trees,
furniture, etc. flying thru - MS - Dorothy looking out window
- turns - speaks to Toto -",0.0,[ 1.3588082 -1.1593786],[ 1.4636313 -1.481636 ],0.0902129113674163,-5.7559590339660645,-5.7310380935668945,-5.881967544555664,-5.196106910705566,-4.4772629737854,-6.383881568908691,-5.776061534881592,-6.198871612548828,-6.683886528015137,-5.884753704071045,-6.069594383239746,-6.241518497467041,-7.1175217628479,-5.788653373718262,-6.031721591949463,-7.025771617889404,-7.420689105987549,-5.823423385620117,-6.641085624694824,-7.388131618499756,-6.048401355743408,-7.722195625305176,-5.034516334533691,-7.737355709075928,-7.6187591552734375,-5.906759738922119,-6.627130508422852,3.4090895652770996
DOROTHY (CONT'D),"We're not on the ground, Toto!

MLS - Shooting thru window - Chicken coop flies thru - then a
little old lady sitting ie rocking chair - knitting - MS -
Dorothy and Toto - Dorothy reacts - MLS - Shooting thru
window - Cow floats thru - Cow mooing - MS - Dorothy and Toto
- Toto barks - jumps down off the bed - (Cow o.s. mooing) MCS
- Toto crawls under bed - MS -- Dorothy sitting on bed --
looking out window to b.g. -- reacts as various things float
thru -- Two men in row boat float in -- both tip their hats
to Dorothy -- Dorothy waves to them -- MCS - Toto looks out
from under bed - Cow moos o.s. - he darts back under the bed -
MLS - Shooting through window - Cow floats thru - MCS -
Dorothy rises - looks o.s. - MLS - Shooting thru window -
tree floats thru - MCS -- Dorothy reacts -- turns --",-0.1372474747474747,[ 1.5699741 -1.1783096],[ 1.0784336 -1.280107 ],0.0919715166091919,-5.8071794509887695,-5.665829181671143,-5.77170991897583,-4.969809055328369,-4.436403274536133,-6.275511741638184,-6.221896171569824,-6.561206817626953,-6.615930557250977,-5.786309719085693,-5.8326921463012695,-6.154448509216309,-7.01898193359375,-5.677468776702881,-6.001473903656006,-6.941998481750488,-7.431954860687256,-5.635807991027832,-6.753590106964111,-7.363428115844727,-6.065866470336914,-7.4909257888793945,-5.083590984344482,-7.538403034210205,-7.59929084777832,-5.912594318389893,-6.662606716156006,3.496178150177002
DOROTHY (CONT'D),"We must be up inside.... MCS -- Toto
          looks out from under bed -- DOROTHY o.s.

...the cyclone. CS - Dorothy looking o.s. out window - reacts
- CAMERA PANS as she sits on edge of bed - MS -- Dorothy --
seated on edge of bed -- looking out window -- Miss Gulch
floats in -- riding her bicycle -- Dorothy reacts -- looks
down to Toto -- Miss Gulch moves in closer to window -- her
bicycle changes to broomstick -- her clothes into the flying
robe and pointed hat -- MCS - Dorothy looking o.s. - reacts -
puts her hands over her eyes - MLS -- Dorothy lies face down
on the bed -- Miss Gulch floating thru in b.g.",-0.1555555555555555,[ 1.049287  -0.8683923],[ 1.472315  -1.6319209],0.093226820230484,-5.710171699523926,-5.642212390899658,-6.001216411590576,-5.143192768096924,-4.186675071716309,-6.472789287567139,-5.83980131149292,-6.203683376312256,-6.79788064956665,-5.867116928100586,-5.95820951461792,-6.2486162185668945,-7.209936618804932,-5.941888332366943,-6.271340847015381,-7.242740154266357,-7.5607709884643555,-6.049263954162598,-6.609166145324707,-7.609068870544434,-6.128555774688721,-7.85128927230835,-4.972810745239258,-7.8310675621032715,-7.780913829803467,-6.033149242401123,-6.80413818359375,3.497951030731201
DOROTHY (CONT'D),"Toto -- I've a feeling we're not in
          Kansas anymore.

CS -- Dorothy with Toto in her arms -- looks about and speaks",0.0,[ 0.69645196 -0.29034343],[ 1.7562002 -1.8180043],0.1072118133306503,-6.585146903991699,-5.965423583984375,-6.256748676300049,-4.476726531982422,-4.114224433898926,-7.223540306091309,-5.313365459442139,-6.55645751953125,-7.673741340637207,-4.5172319412231445,-3.5379672050476074,-6.250819683074951,-6.4430251121521,-6.642190456390381,-6.129033088684082,-7.501269340515137,-7.341187000274658,-6.254562854766846,-7.528736114501953,-7.12247371673584,-6.41947078704834,-8.006258010864258,-3.6945114135742188,-7.211059093475342,-8.003496170043945,-5.354494571685791,-5.97104549407959,2.6464266777038574
DOROTHY (CONT'D),"We must be over the rainbow!

LS -- Dorothy puts Toto down to the ground -- turns to the
b.g. -- reacts and backs slowly toward the camera -- exits
right-",-0.0566137566137566,[ 1.640978  -1.1838644],[ 2.0158718 -2.0118287],0.0905315577983856,-5.234636306762695,-5.798774719238281,-6.989392280578613,-6.087513446807861,-4.046916961669922,-6.291200637817383,-5.67505407333374,-6.136797904968262,-5.9583964347839355,-6.141764163970947,-6.643587589263916,-6.884902000427246,-7.409090042114258,-4.368818283081055,-5.821292877197266,-6.50535774230957,-7.380460739135742,-4.57893180847168,-6.368244647979736,-6.80760383605957,-5.21575403213501,-6.9238667488098145,-4.59520149230957,-6.88031005859375,-7.504421234130859,-6.203132152557373,-6.091411590576172,2.9042084217071533
LAP DISSOLVE TO:,"MLS -- Glinda looks o.s. to the right to Dorothy -- MCU --
Dorothy look o.s. to l.f.g. -- reacts -- speaks --",0.2857142857142857,[ 1.2038481  -0.81024384],[ 1.6447837 -1.7068201],0.0864538252353668,-5.761443138122559,-5.805205345153809,-5.791500568389893,-5.091883659362793,-4.589451789855957,-6.581149101257324,-5.807394981384277,-6.271101951599121,-6.770581245422363,-5.764427661895752,-5.609555244445801,-6.194151878356934,-7.086430072784424,-5.81969690322876,-6.280752658843994,-6.731157302856445,-7.481991291046143,-5.797851085662842,-6.700354099273682,-7.633929252624512,-6.20514440536499,-7.734825611114502,-5.255535125732422,-7.752074718475342,-7.6369829177856445,-5.945703983306885,-6.665743827819824,3.4738998413085938
DOROTHY (CONT'D),"Now I -- I know we're not in Kansas.

MLS -- Glinda -- CAMERA PANS her right to Dorothy and Toto --
CAMERA TRUCKS forward -- they speak --",0.2857142857142857,[ 1.3078904  -0.76440847],[ 1.0027777 -1.050677 ],0.0912762284278869,-6.464890003204346,-5.705174922943115,-6.659407138824463,-4.9044189453125,-3.5377185344696045,-7.342745304107666,-5.619041919708252,-7.063218593597412,-7.342092990875244,-5.556647777557373,-5.345764636993408,-6.632047176361084,-6.793304920196533,-5.867593288421631,-6.441002368927002,-7.4747185707092285,-7.771149635314941,-5.703536033630371,-7.459690093994141,-7.166259765625,-5.974950313568115,-7.436079025268555,-3.009059429168701,-6.900214672088623,-7.939805507659912,-6.209127426147461,-5.991139888763428,2.5631160736083984
GLINDA,"Are you a good witch, or a bad witch?",5.551115123125783e-17,[ 2.2171652 -1.4584938],[ 0.74276125 -0.66919076],0.0932881534099578,-5.79373836517334,-6.346592903137207,-5.903433322906494,-4.709214210510254,-4.93099308013916,-6.230338096618652,-0.28875961899757385,0.5405495166778564,-6.810313701629639,-5.883183002471924,-5.058105945587158,-6.23838996887207,-6.936069965362549,-6.583810806274414,-6.318676948547363,-6.988021373748779,-8.039867401123047,-7.040122985839844,-5.931241035461426,-7.338774681091309,-5.917145252227783,-9.7447509765625,-5.4809160232543945,-8.807514190673828,-7.212846279144287,-6.407463550567627,-5.440675735473633,-1.178175687789917
DOROTHY,"Who, me? Why, I'm not a witch at all.
          I'm Dorothy Gale from Kansas.",0.0,[ 0.48887014 -0.22022814],[ 1.1174561 -1.1397554],0.0893678367137909,-6.934279441833496,-6.467070579528809,-5.340015411376953,-3.406709671020508,-4.152159214019775,-6.967065334320068,-0.5486195087432861,-1.8736917972564697,-7.605616092681885,-4.883090496063232,-2.6079790592193604,-6.02986478805542,-5.851232051849365,-6.3551716804504395,-6.108802318572998,-7.370452880859375,-7.561792850494385,-6.527756214141846,-7.505536079406738,-6.803822994232178,-6.292250156402588,-8.59329891204834,-3.5967328548431396,-7.658199787139893,-7.771039962768555,-6.453790187835693,-3.72628116607666,0.6218340992927551
GLINDA,"Oh!   Well....

CS -- Toto -- Dorothy's feet in b.g. -- GLINDA o.s. ...is
that the Witch?",0.0,[ 0.39822853 -0.09729182],[ 1.2697611 -1.3825969],0.0956653654575347,-5.400914192199707,-5.957071304321289,-6.586587429046631,-5.548384189605713,-4.119853496551514,-7.166873931884766,-2.3625376224517822,-1.5535975694656372,-6.974462509155273,-6.253927707672119,-6.407426357269287,-6.644182205200195,-6.758383274078369,-3.7571234703063965,-5.908000469207764,-7.285979270935059,-7.4620819091796875,-5.437912940979004,-5.861083030700684,-6.709765434265137,-6.051751613616943,-8.100506782531738,-4.083197593688965,-7.465616226196289,-7.785261631011963,-6.624748706817627,-2.334183692932129,0.580220103263855
DOROTHY,"Who, Toto?

MCS -- Glinda and Dorothy -- they speak and look o.s. to
l.f.g.--",0.0,[ 1.651398  -1.0260814],[ 1.8697481 -1.9666789],0.090541124343872,-6.206359386444092,-5.957736015319824,-6.17589807510376,-5.222680568695068,-4.650939464569092,-6.912638187408447,-3.7066073417663574,-3.787604570388794,-7.071290969848633,-6.226521015167236,-6.03277063369751,-6.665177345275879,-7.295002460479736,-5.735870838165283,-6.694990634918213,-7.292445182800293,-7.954259872436523,-6.248650074005127,-6.899874687194824,-7.748932838439941,-6.134676456451416,-8.547104835510254,-5.1893086433410645,-8.203055381774902,-7.9573869705200195,-6.721691608428955,-5.864781379699707,2.882333755493164
DOROTHY (CONT'D),Toto's my dog.,0.0,[ 1.1962898  -0.25410786],[ 1.5341628 -1.6150758],0.0956111252307891,-4.716341972351074,-6.72283411026001,-6.398265838623047,-5.165685176849365,-2.3978981971740723,-5.802887916564941,-6.989776611328125,-7.477499961853027,-6.514632701873779,-5.640055179595947,-5.563986301422119,-6.196782112121582,-7.7760796546936035,-6.792433261871338,-6.8374409675598145,-7.287404537200928,-7.676649570465088,-6.146081924438477,-4.9855804443359375,-8.115364074707031,-5.997684001922607,-7.361766815185547,-4.189540863037109,-7.239025592803955,-7.731382846832275,-5.957667827606201,-7.928638458251953,2.6480884552001953
GLINDA,"Well, I'm a little muddled. The
          Munchkins called me because a new witch
          has just dropped a house on the Wicked
          Witch of the East. And there's the
          house, and here you are, and that's
          all...

MCS -- Wicked Witch of the East's feet protruding from under
the farm house -- GLINDA o.s. ...that's left of the Wicked
Witch of the East. MCU -- Dorothy looks o.s. to l.f.g. --
reacts -- GLINDA o.s. And so what the Munchkins want to
know... MCU -- Glinda looks o.s. to Dorothy and speaks --",-0.0170454545454545,[ 0.6807765  -0.44423482],[ 0.712947  -0.8186956],0.0903878211975097,-5.783058166503906,-5.784717559814453,-6.467376232147217,-4.844330310821533,-4.0836944580078125,-7.065997123718262,-5.434490203857422,-5.648525714874268,-6.867720127105713,-5.864108562469482,-6.479008197784424,-6.414687156677246,-7.147115230560303,-5.257069110870361,-6.310940265655518,-7.988583564758301,-7.808430194854736,-5.7144575119018555,-7.251420021057129,-7.2214274406433105,-6.1520161628723145,-7.756239891052246,-4.44746732711792,-7.465567111968994,-8.327725410461426,-6.272780418395996,-5.817761421203613,2.9073030948638916
DOROTHY,"Oh, but I've already told you, I'm not a
          witch at all -- witches are old and ugly.
          What was that?

MCU -- Glinda looks to r.f.g. and speaks --",-0.3,[ 0.6511052  -0.24034521],[ 0.5389602  -0.56220293],0.0921322405338287,-6.394302845001221,-5.769550323486328,-4.061963081359863,-2.0566742420196533,-3.901441812515259,-7.256591796875,-2.045743227005005,-2.5058889389038086,-6.984126567840576,-3.915182590484619,-1.4611897468566895,-2.640195846557617,-4.16454553604126,-6.2637104988098145,-4.741902828216553,-8.711368560791016,-7.3697285652160645,-7.031085014343262,-6.8486199378967285,-6.294063568115234,-6.698877811431885,-8.349953651428223,-3.650780200958252,-7.790469169616699,-7.839529991149902,-5.903886318206787,-4.041726112365723,-0.33456951379776
GLINDA,"The Munchkins. They're laughing because
          I am a witch. I'm Glinda, the Witch of
          the North.

MCU -- Dorothy looks to l.f.g. -- reacts -- speaks --
curtsies --",0.0,[0.0310949  0.09555943],[ 1.3462056 -1.5073106],0.0942642390727996,-5.537395477294922,-1.22785484790802,-6.323737621307373,-5.2370195388793945,-3.8062407970428467,-6.50930643081665,-6.143561363220215,-6.177177429199219,-7.137818813323975,-6.688048839569092,-6.326255798339844,-7.003013610839844,-7.117501735687256,-4.860348701477051,-6.995319366455078,-7.530215263366699,-7.89497709274292,-2.6874990463256836,-5.800103664398193,-7.548921585083008,-5.984265327453613,-7.389123439788818,-4.61344051361084,-6.815675258636475,-7.933681488037109,-6.5670270919799805,-6.613323211669922,0.9738492369651794
DOROTHY,"You are! Oh, I beg your pardon! But
          I've never heard of a beautiful.... MCU --
          Glinda looks to r.f.g. and speaks --
          DOROTHY o.s.

...witch before.",0.85,[ 0.557596  -0.3010976],[ 1.3635415 -1.4833269],0.1095610558986663,-1.2103084325790405,-7.207850456237793,-6.322080135345459,-4.733142852783203,-2.1095988750457764,-6.312712669372559,-6.3060455322265625,-5.7700114250183105,-5.84827184677124,-5.716027736663818,-4.811244964599609,-5.687534332275391,-7.69006872177124,-4.608853816986084,-7.370774745941162,-6.622556686401367,-8.113982200622559,-5.854887008666992,-5.213109016418457,-8.754127502441406,-5.814403057098389,-6.585445404052734,-5.389280319213867,-7.244730472564697,-8.30339241027832,-6.814910411834717,-5.5381011962890625,-0.1890513002872467
GLINDA,"Only bad witches are ugly.

MCS -- Glinda and Dorothy -- they speak -- Dorothy reacts to
noise o.s. -- CAMERA TRUCKS back -- Munchkins enter from b.g.
behind flowers -- Glinda sings --",-0.36,[ 1.09669   -0.8226837],[ 0.26216388 -0.20527099],0.0911191403865814,-5.569513320922852,-5.676980972290039,-4.4730095863342285,-2.6186556816101074,-4.007155895233154,-7.050433158874512,-6.165353775024414,-7.032608985900879,-6.416379928588867,-3.7472736835479736,-2.3825206756591797,-1.0147393941879272,-4.784201622009277,-6.655600070953369,-4.861295223236084,-7.872991561889648,-7.540163516998291,-7.074253082275391,-6.0272016525268555,-7.2870917320251465,-6.5941972732543945,-7.6982502937316895,-4.574525833129883,-7.749399185180664,-7.420433044433594,-5.451221942901611,-6.656571388244629,0.5213135480880737
DOROTHY,"Oh. But, if you please -- what are
          Munchkins?",0.0,[0.4080699  0.02190023],[ 1.5097978 -1.6220913],0.0900146961212158,-6.358882427215576,-6.300449848175049,-6.1464128494262695,-4.927708625793457,-4.362034797668457,-5.415552139282227,-2.2325072288513184,-0.1766430139541626,-5.948704242706299,-6.641979217529297,-5.951691150665283,-7.245664596557617,-7.7461652755737305,-6.36710786819458,-7.12760066986084,-7.311047554016113,-8.271677017211914,-6.781638145446777,-6.290833950042725,-7.8290605545043945,-5.465984344482422,-9.609875679016113,-5.735647201538086,-8.426901817321777,-7.583209037780762,-6.908170223236084,-5.943899154663086,0.5644609332084656
GLINDA,"The little people who live in this land --
          it's Munchkinland, and you are their
          national heroine, my dear. It's all
          right -- you may all come out and thank
          her. It's all right now - you may all
          come out.",0.1300730519480519,[ 0.6062578 -0.3435516],[ 1.3655267 -1.4542195],0.10968779027462,-4.595808982849121,-6.891284942626953,-7.3072099685668945,-5.727928638458252,-1.891624093055725,-5.017506122589111,-6.265107154846191,-6.139126777648926,-6.884926795959473,-7.361131191253662,-6.459123134613037,-7.5786027908325195,-8.536865234375,-5.265198230743408,-8.157801628112793,0.9596374034881592,-8.249712944030762,-5.323601245880127,-6.566678524017334,-8.646632194519043,-5.349236965179443,-7.191697597503662,-5.072663307189941,-5.900669574737549,-7.864163398742676,-7.354869365692139,-7.059781551361084,-1.7282698154449463
GLINDA,"(sings)
          She brings you good news.   Or haven't you
          heard?

When she fell out of Kansas, a miracle occurred. MCS --
Glinda and Dorothy standing by the pond -- Dorothy sings --
Munchkins in b.g. --",0.7,[ 0.25147334 -0.04480406],[ 1.8125597 -1.8619775],0.1025132834911346,-4.133516311645508,-6.546207427978516,-7.084866046905518,-6.12437105178833,-3.6534860134124756,-3.228621244430542,-3.65283203125,-1.1286524534225464,-5.0957255363464355,-6.45095682144165,-6.857995510101318,-7.863377094268799,-7.636438369750977,-2.529719114303589,-5.752481460571289,-5.898176193237305,-6.773746967315674,-3.5661678314208984,-5.32020378112793,-5.7094926834106445,-3.174781084060669,-6.986745357513428,-5.132686614990234,-5.582061290740967,-7.065108299255371,-5.664954662322998,-3.111419439315796,-0.60162752866745
DOROTHY,"(sings)
          It really was no miracle.   What happened
          was just this:

The wind began to switch -- the house to pitch And suddenly
the hinges started to unhitch. Just then, the witch -- to
satisfy an itch -- Went flying on her broomstick thumbing
for... MLS -- Munchkin dances forward and sings -- others
behind him move to him and sing -- DOROTHY o.s. (sings) ...a
hitch.",-0.0666666666666666,[ 0.9901028  -0.68438053],[ 0.91254663 -0.9955888 ],0.0952217876911163,-5.609353542327881,-5.715125560760498,-6.844359874725342,-4.826900482177734,-3.0917317867279053,-7.375248908996582,-4.314786434173584,-4.207743167877197,-6.8746843338012695,-5.027008056640625,-6.015326499938965,-6.870125770568848,-6.899260520935059,-4.642421245574951,-6.068813323974609,-8.259204864501953,-7.38914155960083,-5.52065372467041,-7.417821884155273,-6.449931621551514,-5.092258930206299,-7.302707672119141,-2.390143394470215,-6.616878032684326,-8.235611915588379,-6.087071418762207,-3.0140206813812256,1.465963363647461
GLINDA,"The Wicked Old Witch at last is dead!

LS -- Dorothy in carriage -- Glinda standing on dais at left -
- carriage moves toward b.g. followed by procession of
soldiers -- CAMERA BOOMS forward as carriage turns and comes
toward f.g. -- Munchkins sing and dance --",-0.0375,[ 1.2326633 -0.9219948],[ 0.7405447  -0.77490175],0.0915461182594299,-5.219640731811523,-4.788135528564453,-5.463592052459717,-5.00157356262207,-5.02293586730957,-6.428186416625977,-6.202027320861816,-6.164280414581299,-6.062553882598877,-4.398728847503662,-5.940546035766602,-5.254863739013672,-5.732113838195801,-4.436972141265869,-4.067214012145996,-6.888765335083008,-5.250158786773682,-3.968146324157715,-5.8529558181762695,-5.650269031524658,-6.4401631355285645,-6.3764848709106445,-4.492819786071777,-6.262541770935059,-6.821337699890137,-3.1948201656341553,-4.7876996994018555,2.335254669189453
CONTINUED:,"LS -- Munchkin soldiers parade and march -- CAMERA BOOMS back
and up as they come forward -- Dorothy, Mayor and others
entered on steps at right -- others in b.g. -- MLS --
Soldiers lined up before steps -- three tots move in through
line of soldiers and CAMERA PANS them right entering Dorothy
standing on steps -- they dance and sing -- exit left --
three tough kids come forward --",-0.0112433862433862,[ 1.0503582 -0.7121747],[ 1.56732   -1.7500845],0.0906555950641632,-5.4565653800964355,-5.670437335968018,-5.989159107208252,-5.178447246551514,-4.306197166442871,-6.6361083984375,-6.0216474533081055,-6.520452499389648,-6.7844157218933105,-5.8123087882995605,-5.857140064239502,-6.251657962799072,-7.103764057159424,-5.549327373504639,-6.280069828033447,-6.965425491333008,-7.5585503578186035,-5.448330879211426,-6.547510147094727,-7.61969518661499,-6.1471333503723145,-7.400323867797852,-5.056882858276367,-7.549713134765625,-7.7718610763549805,-6.0997138023376465,-6.6342692375183105,3.4670541286468506
DOROTHY,I thought you said she was dead.,-0.2,[ 0.8246461  -0.09099954],[ 1.618534  -1.5541294],0.0993646383285522,-6.422533988952637,-5.571711540222168,-6.7617411613464355,-4.914957523345947,-4.428951740264893,-7.080306053161621,-1.4040127992630005,-4.113015174865723,-6.660159587860107,-4.418769359588623,-5.6258015632629395,-5.857973098754883,-4.957310676574707,-6.239049911499023,-5.1820197105407715,-6.28870153427124,-6.499477863311768,-6.41964864730835,-6.518019676208496,-5.5128326416015625,-4.89975643157959,-7.72854471206665,-0.8945237398147583,-6.750993251800537,-6.116937637329102,-4.9104766845703125,-2.998220443725586,0.3268895149230957
GLINDA,"That was her sister -- the Wicked Witch
          of the East. This is the Wicked Witch of
          the West. And she's worse than the other
          one was.

MS -- The Wicked Witch turns away from the farm house --
CAMERA PANS, TRUCKS right with her as she goes to Dorothy and
Glinda -- the Munchkins are prostrate on the ground in b.g. --
The Witch speaks with Glinda and Dorothy --",-0.0797619047619047,[ 0.726731  -0.4937815],[ 0.428156  -0.5006738],0.0904801487922668,-5.11529541015625,-6.069852352142334,-5.122828960418701,-3.6141395568847656,-3.7965683937072754,-7.096583366394043,-6.601043701171875,-6.940845489501953,-7.031195163726807,-4.7745256423950195,-5.166186809539795,-4.3592915534973145,-6.304204940795898,-6.513126850128174,-5.333759784698486,-8.093308448791504,-7.538942813873291,-6.8600311279296875,-7.215798377990723,-7.54974365234375,-6.26271390914917,-7.4783196449279785,-4.468432903289795,-7.807206630706787,-8.19009017944336,-5.606541156768799,-6.701814651489258,2.550874948501587
WITCH,"Who killed my sister? Who killed the
          Witch of the East? Was it you? Answer me!",-0.225,[ 0.9848369  -0.42566323],[ 0.6602824 -0.7261535],0.0985918939113617,-6.409689903259277,-6.4411468505859375,-4.999314785003662,-4.1919732093811035,-5.712495803833008,-6.249668121337891,-0.7967891693115234,0.4871547818183899,-6.8077192306518555,-5.308918476104736,-5.278395175933838,-6.4140801429748535,-6.736513137817383,-6.487120628356934,-5.901010036468506,-7.234130859375,-7.51771354675293,-7.04901123046875,-6.427516937255859,-6.940120697021484,-6.005671501159668,-9.73342227935791,-5.504812240600586,-8.833144187927246,-7.238973617553711,-5.746969223022461,-4.379904747009277,-0.8031523823738098
GLINDA,Leave her alone!,0.0,[ 1.3013946 -0.4223255],[-0.319521    0.42264476],0.1099997460842132,-6.7842302322387695,-5.992455959320068,-4.357720851898193,-3.652451753616333,-5.257931709289551,-6.14851188659668,-5.763967990875244,-6.146759986877441,-6.295315265655518,-5.098686695098877,-5.3804497718811035,-5.30465030670166,-6.553357124328613,-6.837447166442871,-5.83875036239624,-7.447982311248779,-6.969420433044434,-6.70626163482666,-7.1697235107421875,-7.151643753051758,-6.29100227355957,-8.292253494262695,-5.26655387878418,-8.10263729095459,-7.452615261077881,-4.900441646575928,-6.625500679016113,3.0643954277038574
WITCH,"You stay out of this! I'm here for
          vengeance! So it was you, was it? You
          killed her,....

CS -- Dorothy and Glinda -- Dorothy speaks to the Witch o.s.
in f.g. --",-0.2,[ 0.859839   -0.53151405],[ 0.8638272 -0.9712623],0.1022929251194,-6.772643089294434,-6.824389457702637,-1.4575494527816772,-1.768592357635498,-4.5458173751831055,-5.072763442993164,-3.329387664794922,-2.4968860149383545,-7.057871341705322,-5.191177845001221,-3.971468210220337,-5.714272975921631,-6.563303470611572,-7.263799667358398,-6.223229885101318,-8.27800178527832,-7.274147033691406,-7.1616411209106445,-7.574611663818359,-7.230535507202148,-5.946590900421143,-8.565661430358887,-5.315150260925293,-8.49898910522461,-7.867504596710205,-5.65706205368042,-5.86685848236084,0.31471508741378784
DOROTHY,"No -- No! It was an accident! I didn't
          mean to kill anybody!....

MCU -- Witch -- speaks to Dorothy o.s. -- waves her
broomstick about -- DOROTHY o.s. ...Really I didn't!",-0.48828125,[ 0.7314134  -0.40667886],[ 1.155403  -1.2734934],0.1020190715789794,-5.980717658996582,-5.026580810546875,-4.583561420440674,-3.31646990776062,-3.3965792655944824,-5.874233245849609,-4.451562404632568,-6.311962127685547,-7.801462650299072,-4.12484884262085,0.4320082664489746,-6.383934497833252,-5.177122116088867,-6.019053936004639,-6.211961269378662,-6.501655578613281,-6.935006618499756,-4.946389198303223,-7.530234336853027,-6.784170150756836,-6.015368938446045,-6.763272285461426,-2.8855903148651123,-5.681962490081787,-6.875300407409668,-5.5684661865234375,-4.4084882736206055,-0.48713451623916626
WITCH,"Didn't mean it, eh? Accident, eh? Well,
          my little pretty, I can cause accidents,
          too -- and this is how I do it! GLINDA
          o.s.

Aren't you forget-.... MS -- Witch, Dorothy and Glinda --
Munchkins on the ground in b.g. -- The Witch reacts as Glinda
speaks - CAMERA TRUCKS left with her as she turns, goes back
to the wrecked farm house --",-0.0375,[ 0.69572276 -0.4978917 ],[ 1.2665983 -1.340013 ],0.0925976336002349,-1.1623860597610474,-6.272984504699707,-6.524357318878174,-5.440208911895752,-0.5743802785873413,-5.9725260734558105,-1.4045668840408325,-2.0686683654785156,-6.677087306976318,-5.401188373565674,-4.902581691741943,-6.912095069885254,-7.234408855438232,-4.60743522644043,-5.730926036834717,-7.094442367553711,-7.466386318206787,-5.100157737731934,-4.983891487121582,-6.520793914794922,-3.789576768875122,-6.445822715759277,-3.0566420555114746,-6.520870685577393,-7.294710636138916,-6.532016277313232,-4.840739727020264,-1.660246729850769
GLINDA,...ting the ruby slippers?,0.0,[ 1.5545512  -0.69773483],[ 1.5526016 -1.6107109],0.0910952091217041,-6.221307754516602,-6.04971170425415,-5.695450782775879,-4.7194061279296875,-4.8639912605285645,-6.864597320556641,-1.8600198030471802,-1.277351975440979,-6.970051288604736,-6.545712947845459,-5.916564464569092,-6.6121625900268555,-7.361149311065674,-6.275338649749756,-7.1762309074401855,-7.66393518447876,-8.32422924041748,-6.987734794616699,-6.479564189910889,-8.07929515838623,-6.274503707885742,-9.469086647033691,-5.627071857452393,-8.84287166595459,-8.179222106933594,-7.132132530212402,-5.596961975097656,1.4503216743469238
WITCH,"The slippers -- yes.....the slippers!

MS -- The Witch of the East's legs protruding from underneath
the wrecked house -- the ruby slippers disappear and the
stockings are drawn back under the house -- CS -- The Witch
reacts as she looks down -- then turns, looks back to o.s.
f.g. -- speaks --",-0.0518518518518518,[ 1.2668554 -0.9824282],[ 1.3084137 -1.4559273],0.0969301462173461,-6.080865859985352,-5.846136093139648,-5.956589698791504,-4.963527679443359,-4.180038928985596,-6.53732967376709,-5.93404483795166,-6.548200607299805,-6.889961242675781,-5.801435470581055,-5.76811408996582,-6.3098978996276855,-7.0754828453063965,-6.206048488616943,-6.323090076446533,-7.223029613494873,-7.605755805969238,-6.166772365570068,-6.994396209716797,-7.625936508178711,-6.0175700187683105,-7.838642120361328,-4.695741653442383,-7.75814962387085,-7.739755630493164,-6.046844005584717,-6.824044227600098,3.4456257820129395
GLINDA,"It's too late! There they....

CU -- The ruby slippers on Dorothy's feet -- Glinda's wand
points to them -- GLINDA o.s. ...are, and there they'll stay!
MCU -- Dorothy and Glinda -- Dorothy reacts as she looks down
-- gasps as she looks at the Witch o.s., then up at Glinda --",-0.3121527777777778,[ 1.5715662 -1.0712923],[ 1.3458446 -1.4481937],0.092772364616394,-5.676614284515381,-5.205826759338379,-6.418376922607422,-5.09334135055542,-4.496135711669922,-6.843889236450195,-6.415379524230957,-6.699873924255371,-6.6896820068359375,-5.608053684234619,-6.0177998542785645,-6.138858795166016,-6.609523296356201,-4.949978351593018,-5.899123191833496,-6.861929893493652,-7.2998785972595215,-5.099446773529053,-6.869239807128906,-7.065378665924072,-6.110467433929443,-7.14840030670166,-4.479681015014648,-7.072747707366943,-7.597200393676758,-5.823276042938232,-5.751649856567383,3.032984972000122
